Nota,Judul Buku
PNJM-230121-0167,"['Angela: Kisah Nyata tentang Anak Kecil yang Bertahan Hidup dengan Kemiskinan/ Frank Mccourt; Penerjemah, Meda Satria']"
PNJM-230124-0168,"['Hukum Perkawinan Islam: Suatu Analisis Dari Undang-Undang No. 1 Tahun 1974 Dan Kompilasi Hukum Islam/ Mohd. Idris Ramulyo', 'sosiologi Hukum/Soeprapto']"
PNJM-230124-0169,"['ENGLISH FOR KIDS: LETS SING & DANCE/INET GUNAWAN, ULE SULISTYO, DYAH SUMASTUTI', 'TERAMPIL BERBAHASA INGGRIS/ ULE SULISTYO, DYAH SUMASTUTI']"
PNJM-230124-0170,"['Pengajaran Pragmatik/ Henry Guntur Tarigan', 'Pengantar Semantik Bahasa Indonesia edisi Revisi/ Abdul Chaer']"
PNJM-230124-0171,"['Pengantar Semantik Bahasa Indonesia/ Abdul Chaer', 'PEMUTAHIRAN METODE PEMBELAJARAN/ NASINELKABUMAENI']"
PNJM-230124-0172,"['Memprogram Pikiran Untuk Menciptakan Kekayaan/ Briah Tracy', 'The Miracle of Water: Mukjizat Air/ Masaru Emoto; Penerjemah, Susi Purwoko']"
PNJM-230124-0173,['U-BOAT The Battle Of The Atlantic: Pertempuran Terakhir di Laut Atlantik Antara Armada Laut Sekutu Melawan Armada Laut Jerman Yang Menentukan Siapa Pemenang Perang Dunia II/ Ari Subiakto']
PNJM-230125-0174,['Hukum Agraria/Supriadi']
PNJM-230125-0175,['Nebula Aku Akan Menjadi Bintangmu/ Wahyu Indah']
PNJM-230125-0176,"['Kamus Inggris Indonesia/Djalinus Syah', 'Oxford:Kams Junior Begambar Inggris-Indonesia/ Rosemary Sansome']"
PNJM-230126-0177,"['BANK SOAL KIMIA SMA/MA/ RATNA RIMA MELATI & DEWI KURNIAWATI', 'Seri Ilmu Pintar SIP Kimia SMA/MA Kelas XI/ Nurkhozin, Sri Mulyani']"
PNJM-230126-0178,"['Pedoman Zakat/ Muhammad Hasbi Ash-Shiddiqey', 'Ensiklopedi Shaum dan Zakat/ Syaikh Abu Malik Kamal bin As-Sayyid Salim; Penerjemah, Abu Amar']"
PNJM-230126-0179,['Ada Surga Di Rumahmu: Novel Terinspirasi Kisah Ustadz Ahmad Al-Habsy/ Oka Aurora']
PNJM-230126-0180,"['Blink: Kemampuan Berpikir Tanpa Berpikir/ Malcolm Gladwell; Penerjemah, Alex Tri Kantjono W.']"
PNJM-230126-0181,"['Evaluasi Program Pendidikan: Pedoman Teoretis Praktis Bagi Mahasiswa Dan Praktisi Pendidikan Edisi Kedua/Suharsimi Arikunto', 'Statistika Pendidikan: Konsep & Penerapannya Menggunakan Minitab dan Microsoft Excel/ Jackson Pasing Mairing']"
PNJM-230126-0182,"['Minhajul Muslim: Konsep Hidup Ideal Dalam Islam/ Syaikh Abu Bakar Jabir Al-Jaza Iri; Penerjemah, Musthofa Aini, Amir Hamzah FAchrudin', 'Ruqyah Jin, Sihir dan Terapinya/ Wahid Abdussalam Bali; Penerjemah, Sarwedi']"
PNJM-230126-0183,"['Buku Pintar Hukum Bisnis Pasar Modal: Strategi Tepat Investasi Saham, Obligasi, Waran, Right, Opsi, Reksadana, & Produk Pasar Modal Syariah/ Iswi Hariyani & R. Serfianto Dibyo Purnomo', 'Riset Akuntansi/ Husein Umar']"
PNJM-230126-0184,"['KUMPULAN KULTUM RAMADHAN/SAYYID MUHAMMADAS-SAWWAN; PENERJEMAH, MUHTADI KADI (TANWIR)', 'Lima Puluh Tiga Materi Khotbah Ber-Angka/ Ahmad Yani']"
PNJM-230126-0185,"['Lancar Ngomong Jepang dari Nol/ Heny Fitria', 'Sehari Mahir Berbahasa Jepang/ Yasin A Rifail']"
PNJM-230127-0186,"['Analisis Sem-PLS dengan WarpPLS 3.0/Mahfud Sholihin', 'Buku Pegangan Utama Fiqih Praktis Empat Mazhab: Tanya Jawab Lengkap Dan Mudah Dipahami Tentang Hukum Ibadah Sehari Hari Yang Perlu Di Ketahui Setiap Muslim/Majdah Amir; Penerjemah, Ahsanu Rifqi']"
PNJM-230127-0187,"['Sumber Daya Air di Pulau Kecil/ Hehanussa', 'Teknik Sumber Daya Air/ Rey K. Linsley, Joseph B. Franzini; Penerjemah, Djoko Sasongko']"
PNJM-230127-0188,['Filsafat Administrasi Edisi Revisi/ Sondang P. Siagian']
PNJM-230127-0189,['Protect/ Black Rose']
PNJM-230127-0190,['Basic Conversation/ Djalinus Syah']
PNJM-230127-0191,"['Kumpulan Nama Indah dan islami Untuk Bayi Anda : Makna, Hikamh, dan Doa/ Ahmad Khoiron Mustafiet', 'Nama-Nama Indah Untuk Anak Anda/ Khadijah A.Q Al-Mutawakkil; Penerjemah, Kathur Suharat']"
PNJM-230127-0192,"['JANGAN JUAL TRISTAN!: KISAH NYATA TENTANG ANAK YANG DIRAMPAS DAN DIJUAL/ AFRINALDI', 'My Possessive Bad Boy: Shes Mine Touch Her, And Ill Kill You/ Bayu Permana']"
PNJM-230127-0193,"['I am Yours: Cinta Dan Rasa Sakit Itu Saling Mengikuti/ Putrilagilagi', 'Senandung Di Kota Bandung/ Tiyas Puspita Sari']"
PNJM-230127-0194,"['Perlindungan Merek/ Tommy Hendra Purwaka', 'Perbandingan Singkat pelindungan Merek Belanda Dan Indonesia/ Insan Budi Maulana']"
PNJM-230128-0195,"['Kura-Kura dan Angsa/ Ermina Krismarsanti', 'Roro Pejaga Laut: Kereta Kencana/ Devi P. & Tabi']"
PNJM-230128-0196,"['Niloya: Lebah/ Alim Ekiz', 'Niloya: Daun Gugur/ Alim Ekiz; Penerjemah Maria M.Lubis']"
PNJM-230128-0197,"['Jerapah & Kelinci/ Erni Fitri Astuti', 'Aku Berbeda/ Dini Fima Udari']"
PNJM-230128-0198,"['Kisah Rambut Moni, The Story Of Moni S Hair/ Contessa Dewi', 'Jangan Nangis Mio!,Dont Cry , Mio!/Contessa Dewi']"
PNJM-230128-0199,"['Ghost School Days: Kota Tak Bertuan/Oyasujiwo', 'Kecil-Kecil Punya Karya: The Star Girl/Salsabila Putri Yuda']"
PNJM-230128-0200,"['SEMESTER PERTAMA DI MELORY TOWERS/ ENID BLYTON; PENERJEMAH, DJOKOLELONO', 'Alien Terakhir: Dan 14 Cerita Fantasi Keren Lainnya/ Ita Fauziah']"
PNJM-230128-0201,"['Mora dan Megan/ Dewi Savtr', 'Second Hurt: Luka itu Tidak Datang Sekali/ Heri Putra']"
PNJM-230128-0202,"['Kepemimpinan Dan Perilaku Organisasi: Edisi Kedua/ Veithzal Rivai', 'Public Policy Edisi 6/ Riant Nugroho']"
PNJM-230129-0203,"['Kecil-kecil Punya Karya: Sejuta Bibit Impian dan Dua Puluh Cerpen Keren Lainnya/ Intan Nurhaliza', 'Origami Berkreasi Sambil Bercerita/ Astri Damayanti']"
PNJM-230129-0204,"['Princess Sahabatku/ naura', 'Kamus Bergambar Pertamaku: Memuat Lebih Dari 700 Tautan Internet/ Rachel Wardley, Penerjemah:Tim PakarRaya']"
PNJM-230129-0205,"['Berkah Mengasuh Anak Yatim: Panduan Mengasuh Anak Yatim dan Pahalanya di Dunia dan Akhirat/ Butsainah As-Sayyid Al-Iraqi; Penerjemah, Firdaus Sanusi', 'Keluarga Qurani: Meneladani Ibrahim as., Membangun Keluarga Sukses Bahagia/ Dedhi Suharto']"
PNJM-230129-0206,"['Happiness Here!: Bahagia Tuh Disini/ Sahrul Mauludi', 'PERCAYA DIRI AJA LAGI!!/ IZZATUL JANNAH']"
PNJM-230129-0207,['Mengenal Khasiat Sayur dan Buah/ Rakhmat Margajaya']
PNJM-230129-0208,"['Pipoya 2: Teman Baru/ Tabi', 'Cut Nyak Dien: Sebuah Novel Epik Perang Aceh/ Sayf Muhammad Isa']"
PNJM-230130-0209,['Hukum Agraria Indonesia: Himpunan Peraturan-Peraturan Hukum Tanah/ Boedi Harsono']
PNJM-230130-0210,"['Auditing dan Jasa Assurance Jilid 2 Edisi Kedua Belas: Pendekatan Terintegrasi / Alvin A. Arens, Randal J. Elder, Mark S. Beasley; Penerjemah, Gina Gania']"
PNJM-230130-0211,"['Buku Harian Sang Putri/ Meg Cabot; Penerjemah, Donna Widjajanto', 'Jodoh Pasti Bertemu/ Astrid Tito']"
PNJM-230130-0212,['Inspirasi Dari Langit Ketujuh/ Mahmud Asy-Syafrowi']
PNJM-230130-0213,['Filsafat Ilmu Sebuah Pengantar Populer/Jujun S. Suriasumantri']
PNJM-230130-0214,"['Devil Enlovqer/ Luluk Hf', 'Second Hurt: Luka itu Tidak Datang Sekali/ Heri Putra']"
PNJM-230131-0215,"['Rumahku Istanaku: Dan Kisah-Kisah Nyata Menyentuh Lainnya/ Jack Canfield, Mark Victor Hansen, Kimberly Kirberger', 'Chicken Soup For The Womans Soul: 77 Kisah Untuk Membuka Hati dan Mengobarkan Kembali Semangat Wanita/ Jack Canfield; Penerjemah, Anton MGS']"
PNJM-230131-0216,['Sepuluh Kisah Genocide/ Tim Redaksi']
PNJM-230201-0001,"['Basic Conversation/ Djalinus Syah', 'Jendela & Iptek Listrik/ Steve Parker; Penerjemah Subakti']"
PNJM-230201-0002,"['ANGSA-ANGSA LIAR: TIGA PUTRI CHINA/ JUNG CHANG; PENERJEMAH, HONGGO WIBISANA']"
PNJM-230201-0003,['Analisis SWOT: Kebijakan Pendidikan Era Otonomi Daerah/ Sam M. Chan & Tuti T. Sam']
PNJM-230201-0004,['Semiotika Komunikasi Visual/ Sumbu Tinarbuko']
PNJM-230201-0005,"['Pengantar Statistika Untuk Penelitian: Pendidikan, Sosial,Ekonomi,Komunikasi,Dan Bisnis/ Ridwan', 'The Bad Boy In Suit/Yessy N']"
PNJM-230201-0006,['BELAJAR SURAT MENYURAT/ IVAN MASDUDIN']
PNJM-230201-0007,['Road To English Conversation: Jalan Pintas Menguasai Bahasa Inggris/ Ali Sumanto']
PNJM-230201-0008,['Cara Mudah Menulis Dan Menerjemahkan/Rachmat Effendi']
PNJM-230201-0009,['CANTIK ITU LUKA/ EKA KURNIAWAN']
PNJM-230202-0010,"['Jawara Ujian MatematikaSMA Kelas 10,11,12/ Purie Anggita', 'FAKTORISASI SUKU ALJABAR/ OKI PRAMA BAKTI']"
PNJM-230202-0011,"['Wahana Eksplorasi Kreasi & Ekspresi Dunia Anak :Edisi Khusus Bermain Bayangan/ Gakken', 'Kanguru: Hewan Berkantung Dari Australia/Arfan Alfayyad']"
PNJM-230202-0012,"['Changed/ Rashifa Killa', 'Blindness: Tak Ada Makanan Tak Ada Air Tak Ada Pemerintah Tak Ada Perintah Ini Bukan Anarki/ Jose Saramago; Penerjemah, Tim Matahari']"
PNJM-230202-0013,"['Merkurius dan Venus/Rosalina Mist', 'Penjelajah Ruang Angkasa: Misteri Ruang Angkasa/ Steve Parker Penerjemah: Didit Hari Pamudi']"
PNJM-230202-0014,"['Neko Kamen/ Kenji Sonishi', 'Today In the Past/ Won Hye-Jung, Penerjemah: Sita Hapsari']"
PNJM-230202-0015,['Dang Gedunai : Asal Mula Naga di Laut Lepas/Mahyudin Al Mudra']
PNJM-230202-0016,['Kartini Masa Kini: Kumpulan Kutipan dan catatan Inspiratif untuk Membuat Diri Menjadi yang Terbaik Bagi Ibu Pertiwi/ Aline Adita..[et.all]..']
PNJM-230203-0017,"['Budgeting: Pedoman Lengkap Langkah-Langkah Penganggaran/ Jae.K Shim, Joel G. Siegel; Penerjemah, Julius Mulyadi']"
PNJM-230203-0018,['MENGELOLA SISTEM KEARSIPAN/ FIKI PUSPITASARI']
PNJM-230203-0019,"['Target No 1 Masuk UI, ITB, UGM, IPB, UNDIP dan Perguruan Tinggi Favorit/ Tim Tentor Ahli', 'TPA Tes Potensi Akademik: Perguruan Tinggi Negeri dan Swasta/ Tim Smart Genius']"
PNJM-230203-0020,['Montmartre: hatiku Tertinggal/ Olenka Priyadarsani']
PNJM-230203-0021,"['Curiosity: Aku Atau Dia ?/ Angelxs', 'Insecurity/ Angelxs']"
PNJM-230204-0022,"['Metodologi Penelitian Keuangan: Prosedur, Ide Dan Kontrol/Said Kelana Asnawi', 'Metodologi Penelitian Akuntansi Keperilakuan/ Arfan Ikhsan']"
PNJM-230204-0023,"['ANALISIS KORELASI, REGRESI DAN MULTIVARIATE DENGAN SPSS/DUWI PRIYATNO', 'Analisis Multivariat: Arti & Interpretasi/ Supranto']"
PNJM-230205-0024,"['ENSIKLOPEDI POPULER ANAK JILID 2: BULAN-ILMUWAN DAN PEREKA CIPTA/ ANN KRAMER; PENERJEMAH, CONNY R. SEMIAWAN']"
PNJM-230206-0025,"['LEMBAGA KEUANGAN SYARIAH / YADI JANWARI', 'Modern Auditing Edisi Ketujuh Jilid 2/ William C Boyton, Raymond N. Johnson, Walter G. Kell; Penerjemah, Icksan Setiyobudi']"
PNJM-230206-0026,"['Empat Puluh Lima Model Pembelajaran Spektakuler/ Jasa Ungguh Muliawan', 'PENELITIAN TINDAKAN KELAS ( CLASSROOM ACTION RESEARCH)/ JASA UNGGUH MULIAWAN']"
PNJM-230206-0027,"['Natural Intelligence Leadership: Cara Pandang Baru Terhadap Kecerdasan Dan Karakter Kepemimpinan/ Dadang Kadarusman', 'Think And Grow Success By Solft Skill: Menyikap Rahasia Kekuatan Di Balik 10 Atribut Soft Skill/Annisa Mardatillah']"
PNJM-230207-0028,"['Ekonomi Pembangunan/ Bruce Herrick, Penerjemah, Komariddin, A. Hasyim Ali, dan G,Kartasapoetra', 'Pembangunan Ekonomi Edisi kesembilan Jilid I/ Todaro, Michael P, Stephen C. Smith']"
PNJM-230207-0029,"['Ekonomi Pembangunan/ Bruce Herrick, Penerjemah, Komariddin, A. Hasyim Ali, dan G,Kartasapoetra']"
PNJM-230207-0030,"['KURIKULUM BERBASIS KOMPETENSI: KONSEP, KARAKTERISTIK, DAN IMPLEMENTASI/ E. MULYASA', 'Bimbingan Sekolah Dasar/ Gede Sedanayasa']"
PNJM-230207-0031,"['MENDIDIK DENGAN CERITA/ ABDUL AZIZ ABDUL MAJID; PENERJEMAH, NENENG YANTI KH & IIP DZULKIFLI YAHYA']"
PNJM-230207-0032,"['Tiga Menguak Takdir Sukses: Mutiara Pengalaman Yusuf Mansur, Jefri Al-Buchori, Ahmad Al-Habsyi/ Emsoe Abdurrahman', 'The Miracle of Water: Mukjizat Air/ Masaru Emoto; Penerjemah, Susi Purwoko']"
PNJM-230207-0033,"['Somewhere Called Home/ Dhamala Shobita', 'Strategi Jitu Lolos TBS Tes Bakat Skolastik/ M. Hariwijaya, Atik Sustiwi']"
PNJM-230207-0034,"['Update Paling Lengkap: Drilling Psikotes Masuk Kerja/ Windyastuti Chalimatul Unifah, Lastrika Mauliana, Gunawan', 'International Best seller: Problem Solving 101/ Ken Watanabe, Penerjemah: Tim Publishing ONe']"
PNJM-230207-0035,"['Komik Fantasteen: Miranda/ Wikhuna Kultsum N,Arie Listanto, [et.al].', 'Seri Tokoh Dunia: Walt Disney/ Wang Ie; Penerjemah, Klara Siauw']"
PNJM-230207-0036,"['Manajemen Sumber Daya Manusia Strategi/ Arief Subyantoro, Suwarto']"
PNJM-230207-0037,['Strategi Memilih Bisnis Yang Tepat & Melesatkan hasilnya Dalam Waktu Singkat: Success Formula/Eka Putra Sakti']
PNJM-230208-0038,"['Modern English Conversation/ Djalinus Syah', 'Jendela & Iptek Cahaya/ David Burnie; Penerjemah, Nurul Larasati']"
PNJM-230208-0039,['Bad Girl In Pesantren/ Intan Zs']
PNJM-230208-0040,"['Sebening Syahadat/ Diva Sinar Rembulan', 'Katarsis Hitam Putih/ Walang Gustiyala']"
PNJM-230208-0041,['Pengantar Ekonomi Makro/Deliarnov']
PNJM-230208-0042,"['Quinsha Wedding Story/Niamaharani', 'METODE PENELITIAN KUANTITATIF/DENI DARMAWAN']"
PNJM-230208-0043,['Pantun-Pantun Melayu Kuno/ Haji Ibrahim']
PNJM-230209-0044,"['Sistem Pernafasan Pada Tubuh Manusia SMA/ Bayu Wardhani', 'Buta Katarak: Kebutaan Karena Katarak/ Chalid Kurniawan']"
PNJM-230209-0045,"['PHP/ Clara Canceriana,Dila Maretihaqsari,kyria,ardelia karisa', 'Catatan Harian Olin: Pilihan Terakhir 1/ Ali Muakhir, Hasan Arifin']"
PNJM-230209-0046,"['Kebijakan Publik: Berbasis Dynamic Policy Analisys/Dwiyanto Indiahono', 'PEDOMAN LENGKAP PROFESIONAL SDM INDONESIA/ BRIAN APRINTO, FONNY ARISANDY JACOB']"
PNJM-230210-0047,['Psikologi Suatu Pengantar Edisi Terbaru/ Dimyati Mahmud']
PNJM-230210-0048,"['Scary Tales: Home Sweet Horror/ James Preller; Penerjemah, Hedwigis Chrisma Hapsari', 'Guru Wow Untuk Kids Zaman Now/Alifiana Nufi, Aswary Agansya, Bening PErtiwi, Fasih Dwi Yuani']"
PNJM-230210-0049,"['Buku Pegangan Utama Fiqih Praktis Empat Mazhab: Tanya Jawab Lengkap Dan Mudah Dipahami Tentang Hukum Ibadah Sehari Hari Yang Perlu Di Ketahui Setiap Muslim/Majdah Amir; Penerjemah, Ahsanu Rifqi', 'Analisis Sem-PLS dengan WarpPLS 3.0/Mahfud Sholihin']"
PNJM-230210-0050,"['Second Hurt: Luka itu Tidak Datang Sekali/ Heri Putra', 'Spooky Stories: Hell City/ Indzana Zulfa']"
PNJM-230210-0051,"['Gang Samad Vol 7: Kotak Amal/ Assyifa', 'Komik Fantasteen: Kutukan Beringin Tua/ Ahsanul Marom...[et.all]...']"
PNJM-230210-0052,"['Sherlock Holmes/ Sir Arthur Conan Doyle; Penerjemah, Ismanto']"
PNJM-230210-0053,['G30s Dan Asia: Dalam Bayang-Bayang Perang Dingin/ Kurasawa Aiko']
PNJM-230210-0054,"['ENSIKLOPEDI POPULER ANAK JILID 5: PENYAKIT-SULAWESI UTARA/ ANN KRAMER; PENERJEMAH, CONNY R. SEMIAWAN', 'ENSIKLOPEDI POPULER ANAK JILID 6: SUMATRA BARAT-ZAMAN VICTORIA/ ANN KRAMER; PENERJEMAH, CONNY R. SEMIAWAN']"
PNJM-230211-0055,['Stalker In Love/ Della Hiariej']
PNJM-230211-0056,"['Nebula Aku Akan Menjadi Bintangmu/ Wahyu Indah', 'Sarang Bae I Love You/ Ayu Widya']"
PNJM-230211-0057,"['Seri 10 Hewan Yang Taat Kepada Allah Berdasarkan Kisah-Kisah Al-quran: Semut Tak Mau Terinjak Injak/ Yoli Hendi', 'Mudah & Cepat Menggambar Binatang/Irwan Nuswantoro']"
PNJM-230211-0058,"['Seribu Soal Matematika Dasar SMA/ Suherman', 'Cepat Menyelesaikan Soal Matematika SMA/ Supadi, Sujitno']"
PNJM-230211-0059,['Pengantar Hukum Pidana Internasional/ Eddy O.S Hiariej']
PNJM-230211-0060,"['Ilmu Pendidikan Islam/ Zakiah Daradjat', 'ILMU PENDIDIKAN ISLAM/ AHMAD TAFSIR']"
PNJM-230211-0061,"['Waktunya Menabung Boo..! : It S Time Saving Boo..!/ Contessa Dewi', 'Senyuman Manis Bibo/ Contessa Dewi, Dewi Matahari']"
PNJM-230211-0062,"['GERHANA KEMBAR/ CLARA NG', 'Rich Dad, Poor Dad/ Robert T Kiyosaki; Penerjemah, J. Dwi Helly Purnomo']"
PNJM-230211-0063,"['Seri Ilmu Pintar SIP Kimia SMA/MA Kelas XI/ Nurkhozin, Sri Mulyani', 'BANK SOAL KIMIA SMA/MA/ RATNA RIMA MELATI & DEWI KURNIAWATI']"
PNJM-230211-0064,"['Aku Jago Menggamnbar: Superhero Seri 3/ Irwan Nuswantoro', 'Aku Jago Menggambar Superhero Seri 2/ Irwan Nuswantoro']"
PNJM-230212-0065,['Nebula Aku Akan Menjadi Bintangmu/ Wahyu Indah']
PNJM-230212-0066,['Ketika Dhira Jatuh Cinta: Mencari Cinta Dari Hannovir Ke Cordoba/ Nadhira Arini']
PNJM-230212-0067,"['Benarkah Dinosaurus Itu Pernah Ada/ Cepy Suherman', 'Landak Yang Sombong: The Arrogant Porcupine/ Pepi Yandra']"
PNJM-230212-0068,"['Little Bear and The Wishing Tree: Beruang Kecil dan Pohon Harapan Seri Bilingual/ Norbert Landa & Simon Mendez', 'Atlas Indonesia dan Dunia: Edisi 33 Propinsi Di Indonesia/ Karya Gemilang Utama']"
PNJM-230212-0069,"['Pertualangan Ajaib dan Menegangkan Melintasi 3 Benua: 4 Sekawan The Travellers/ Dermawan Wibisono', 'Keajaiban Alam Terunik dan Teraneh Sejagat: ++ Fakta Mencengangkan dan Peta Lokasi/ Nia Haryanto']"
PNJM-230213-0070,"['Buku Pintar: Fisika SMA Untuk Kelas 1,2, Dan 3/ Joko Untoro']"
PNJM-230213-0071,"['Pembangunan Ekonomi Di Dunia Ketiga Edisi Keenam Jilid 1/ Michael P. Todaro; Penerjemah, Haris Munandar', 'Instrumen Internasional Pokok Hak Asasi Manusia/ Adnan Buyung Nasution, Patra M. Zen']"
PNJM-230213-0072,"['Hukum Perlindungan Konsumen Indonesia Edisi Revisi 2008/ Shidarta', 'Hukum Perlindungan Konsumen/ Ahmadi Miru & Sutarman Yodo']"
PNJM-230213-0073,"['MEMOAR SHERLOCK HOLMES/ SIR ARTHUR CONAN DOYLE; PENERJEMAH, DAISY DIANASARI', 'The Adventures Of Tom Sawyer/ Mark Twain; Penerjemah, Zulkarnaen Ishak']"
PNJM-230213-0074,"['Koala Kumal/ Raditya Dika', 'SURAU: KUMPULAN CERPEN/ KHAIRUL JASMI']"
PNJM-230213-0075,['Fantasteen Scary: Dark Journey/ Salsadzwana']
PNJM-230214-0076,"['Lost On Everest/ Vanny Chrisma W', 'One Hundred Language Functions For Fluent English: Mahir Percakapan Bahasa Inggris/ Slamet Riyanto']"
PNJM-230214-0077,"['Prosedur Penelitian Suatu Pendekatan Praktik Edisi Revisi 2010/ Suharsimi Arikunto', 'Pengembangan Kurikulum Teori Dan Praktik/ Nana Syaodih Sukmadinata']"
PNJM-230214-0078,['The Little Red Book: Memahami Konsep-Konsep Dasar Kepemimpinan Mao Tse-Tung Dalam Mewujudkan Cina Modern/Mao Tse-Tung']
PNJM-230214-0079,"['Kamulah Malaikat Hatiku/ Vivie', 'Musik Anak Jaman Now: Koleksi Terbaik Lagu Anak Masa Kini Dilengkapi Not Angka, Not Balok Dan Chrod/ Kiki Laisa']"
PNJM-230214-0080,['Struktur Data Menggunakan Java/ L.N Harnaningrum']
PNJM-230214-0081,['Hukum Agraria Indonesia: Himpunan Peraturan-Peraturan Hukum Tanah/ Boedi Harsono']
PNJM-230215-0082,"['Everyday English Conversation/ Silvester Goridus Sukur', 'Jendela & Iptek Gaya & Gerak/ Peter Lafferty; Penerjemah, Asim Gunarman']"
PNJM-230216-0083,"['Avalon: Jalinan Sihir Tangisan Serigala/ Rachel Roberts, Penerjemah: Chris Saxon']"
PNJM-230216-0084,"['Sosiologi Komunikasi: Teori, Paradigma, dan Diskursus Teknologi Komunikasi di Masyarakat/ Burhan Bungin', 'Pornomedia: Sosiologi Media, Konstruksi Sosial Teknologi Telematika, dan Perayaan Seks di Media Massa/ Burhan Bungin']"
PNJM-230216-0085,"['PERTEMPURAN DUNIA/ H.G. WELLS; PENERJEMAH, URSULA GYANI BUDITJAHJA', 'Beautiful Creatures: Kasig Yang Indah/ Kami Garcia, Margaret Stohil; Penerjemah, Monica D. Chresnaya']"
PNJM-230216-0086,"['Sosiologi Kontemporer/ Margaret M Poloma; Penerjemah, Yosugma']"
PNJM-230216-0087,['Undang-Undang Nomor 12 Tahun 2006 Tentang Kewarganegaraan Republik Indonesia/ Pemerintah Indonesia']
PNJM-230216-0088,"['Sahabat Muhammad: Kisah Cinta Dan Pergulatan Iman Generasi Muslim Awal/ Nizar Abazhah, Penerjemah: Taufik Damas', 'Bilik-Bilik Cinta Muhammad: Kisah Sehari-Hari Rumah Tangga Nabi/ Nizar Abazhah']"
PNJM-230216-0089,"['Buku Pintar Bahasa Indonesia/ Retno Purwandari', 'Terbaru & Terlengkap: Kitab EYD./ Eko Sugiarto']"
PNJM-230217-0090,"['Ceria Buku Panduan Menggambar Dan Menjiplak Untuk TK,RA & KB Jilid 5: Tanaman/ Eko Wahyudi']"
PNJM-230217-0091,['Head Strong: Memperkuat Hubungan Otak Dan Tubuh Untuk Mendapatkan fisik Dan Mental Yang Fit/ Tony Buzan']
PNJM-230217-0092,['Bad Girl Vs Ketua Osis/ Intanzs']
PNJM-230217-0093,"['Protect/ Black Rose', 'Duet Series: Me Love Exo/ Iwok Abqary, Dhabith Aufa Abqary']"
PNJM-230217-0094,"['Duet Series: Me Love Exo/ Iwok Abqary, Dhabith Aufa Abqary', 'Bad Girl In Pesantren/ Intan Zs']"
PNJM-230217-0095,"['Mawar Ditiang Gantungan: Sekumpulan Kisah Natal Di Akhir Desember/ Kenedi Nurhan', 'I am Yours: Cinta Dan Rasa Sakit Itu Saling Mengikuti/ Putrilagilagi']"
PNJM-230217-0096,"['Pancasila Soekarno: Idiologi Alternatif Terhadap Globalisasi dan Syariat Islam/ Ign. Gatut Saksono', 'Teori Politik Modern/ Varma']"
PNJM-230217-0097,"['Minhajul Muslim: Konsep Hidup Ideal Dalam Islam/ Syaikh Abu Bakar Jabir Al-Jaza Iri; Penerjemah, Musthofa Aini, Amir Hamzah FAchrudin', 'Mukhtashar Shahih Muslim/ Imam Al Mundziri; Penerjemah, Rahman Arbi Moddiq, Arif Mahmudi']"
PNJM-230217-0098,"['Ni Hao Mandarin/ Cheng Ting-Yao, David Agus Triawan, Fitri Fadhilla']"
PNJM-230217-0099,"['Filsafat Politik: Plato Aristoteles Augustinus Machiavelli/ J.H Rapar', 'Pengantar Filsafat: Dari Masa Klasik Hingga Postmodernisme/ Ali Maksum']"
PNJM-230219-0100,"['Kehidupan Dunia Hewan/ Aminudin', 'Petualangan Seru Mengenal 30 Binatang Bercahaya/ Nurul Khafidoh']"
PNJM-230219-0101,['Arya Wiraraja: Geger Bumi Majapahit/ Sulton']
PNJM-230219-0102,['Kambing: Sijago Makan Yang pintar/ Melvi Dwi Dezka']
PNJM-230219-0103,"['Minhajul Muslim Anak/Tim Kitabah Dhiyaul Ilmi', 'Fakta Paling TOP: Alam Kita/ Brian Williams; Penerjemah, Grace Satyadi']"
PNJM-230220-0104,['English Grammar Completed Edition/ A. Faidlal Rahman Ali']
PNJM-230220-0105,"['Seri Ilmu Pintar SIP Kimia SMA/MA Kelas XI/ Nurkhozin, Sri Mulyani', 'BANK SOAL KIMIA SMA/MA/ RATNA RIMA MELATI & DEWI KURNIAWATI']"
PNJM-230220-0106,"['Bisnis E-Commerce: Studi Sistem Keamanan dan Hukum Di Indonesia/ Abdul Halim Barakatullah & Teguh Prasetyo', 'Electronic Goverment: Strategi Pembangunan dan Pengembangan Sistem Pelayanan Publik Berbasis Teknologi Digital/ Richardus Eko Indrajit']"
PNJM-230220-0107,"['Koala Kumal/ Raditya Dika', 'Halaman Terakhir: Sebuah Novel Tentang Jenderal Polisi Hoegeng/ Yudhi Herwibowo']"
PNJM-230220-0108,"['Manajemen Pemasaran Edisi Kedua Jilid 1: Suatu pendekatan Strategis Dengan Orientasi Global/ Herper Boyd, Orville C Walker JR, Jean Claude Larreche ; Penerjemah, Imam Nurmawan']"
PNJM-230220-0109,"['Tiga Puluh Tipologi Manusia Dan Rahasia Kepribadiannya/ Ziyad Ulhaq', 'Ada Rasa Surga Di Dalam Dada/ Zen Muhammad Al Hadi']"
PNJM-230221-0110,"['Profesi Keguruan: Konsep & Strategi Mengembangkan Profesi & Karier Guru/Rulam Ahmadi', 'Metodologi & Penulisan Skripsi Tesis & Disertasi Untuk Ilmu Sosial & Humaniora/ M. Hariwijaya']"
